Date,Equity_NSE,Bond,Gold
2024-02-05,21771.69921875,54.77000045776367,52.97999954223633
2024-02-06,21929.400390625,54.779998779296875,52.939998626708984
2024-02-07,21930.5,54.77000045776367,53.209999084472656
2024-02-08,21717.94921875,54.7599983215332,53.04999923706055
2024-02-09,21782.5,54.72999954223633,53.04999923706055
2024-02-12,21616.05078125,54.72999954223633,52.790000915527344
2024-02-13,21743.25,54.70000076293945,52.810001373291016
2024-02-14,21840.05078125,54.66999816894531,52.099998474121094
2024-02-15,21910.75,54.689998626708984,52.16999816894531
2024-02-16,22040.69921875,54.79999923706055,52.349998474121094
2024-02-19,22122.25,54.77000045776367,52.63999938964844
2024-02-20,22196.94921875,54.779998779296875,52.560001373291016
2024-02-21,22055.05078125,54.88999938964844,52.63999938964844
2024-02-22,22217.44921875,54.88999938964844,52.720001220703125
2024-02-23,22212.69921875,54.84000015258789,52.439998626708984
2024-02-26,22122.05078125,54.900001525878906,52.709999084472656
2024-02-27,22198.349609375,54.91999816894531,52.790000915527344
2024-02-28,21951.150390625,54.91999816894531,52.599998474121094
2024-02-29,21982.80078125,54.939998626708984,52.779998779296875
2024-03-01,22338.75,54.95000076293945,52.900001525878906
2024-03-04,22405.599609375,54.9900016784668,53.88999938964844
2024-03-05,22356.30078125,55.0,54.619998931884766
2024-03-06,22474.05078125,55.029998779296875,54.720001220703125
2024-03-07,22493.55078125,55.08000183105469,55.439998626708984
2024-03-11,22332.650390625,55.150001525878906,56.0099983215332
2024-03-12,22335.69921875,55.099998474121094,55.939998626708984
2024-03-13,21997.69921875,55.119998931884766,55.470001220703125
2024-03-14,22146.650390625,55.06999969482422,55.84000015258789
2024-03-15,22023.349609375,55.060001373291016,55.72999954223633
2024-03-18,22055.69921875,55.06999969482422,55.5
2024-03-19,21817.44921875,55.08000183105469,55.61000061035156
2024-03-20,21839.099609375,55.06999969482422,55.720001220703125
2024-03-21,22011.94921875,55.099998474121094,56.70000076293945
2024-03-22,22096.75,55.099998474121094,55.9900016784668
2024-03-26,22004.69921875,55.06999969482422,56.29999923706055
2024-03-27,22123.650390625,55.13999938964844,56.220001220703125
2024-03-28,22326.900390625,55.290000915527344,56.61000061035156
2024-04-01,22462.0,55.189998626708984,58.31999969482422
2024-04-02,22453.30078125,55.099998474121094,58.63999938964844
2024-04-03,22434.650390625,55.119998931884766,58.77000045776367
2024-04-04,22514.650390625,55.27000045776367,59.18000030517578
2024-04-05,22513.69921875,55.279998779296875,59.029998779296875
2024-04-08,22666.30078125,55.09000015258789,60.209999084472656
2024-04-09,22642.75,55.119998931884766,60.54999923706055
2024-04-10,22753.80078125,55.20000076293945,60.619998931884766
2024-04-12,22519.400390625,55.16999816894531,61.90999984741211
2024-04-15,22272.5,55.29999923706055,61.22999954223633
2024-04-16,22147.900390625,55.27000045776367,61.88999938964844
2024-04-18,21995.849609375,55.27000045776367,61.959999084472656
2024-04-19,22147.0,55.16999816894531,62.2400016784668
2024-04-22,22336.400390625,55.119998931884766,61.7400016784668
2024-04-23,22368.0,55.209999084472656,60.25
2024-04-24,22402.400390625,55.22999954223633,60.72999954223633
2024-04-25,22570.349609375,55.220001220703125,60.86000061035156
2024-04-26,22419.94921875,55.209999084472656,61.33000183105469
2024-04-29,22643.400390625,55.27000045776367,61.29999923706055
2024-04-30,22604.849609375,55.2599983215332,60.880001068115234
2024-05-02,22648.19921875,55.369998931884766,60.849998474121094
2024-05-03,22475.849609375,55.43000030517578,60.47999954223633
2024-05-06,22442.69921875,55.529998779296875,60.720001220703125
2024-05-07,22302.5,55.59000015258789,60.68000030517578
2024-05-08,22302.5,55.54999923706055,60.5
2024-05-09,21957.5,55.540000915527344,60.41999816894531
2024-05-10,22055.19921875,55.650001525878906,61.91999816894531
2024-05-13,22104.05078125,55.650001525878906,61.150001525878906
2024-05-14,22217.849609375,55.619998931884766,61.189998626708984
2024-05-15,22200.55078125,55.619998931884766,61.709999084472656
2024-05-16,22403.849609375,55.7400016784668,62.0
2024-05-17,22466.099609375,55.79999923706055,61.959999084472656
2024-05-21,22529.05078125,55.790000915527344,62.630001068115234
2024-05-22,22597.80078125,55.93000030517578,62.68000030517578
2024-05-23,22967.650390625,56.02000045776367,61.619998931884766
2024-05-24,22957.099609375,55.970001220703125,60.88999938964844
2024-05-27,22932.44921875,56.040000915527344,61.0
2024-05-28,22888.150390625,56.0,61.119998931884766
2024-05-29,22704.69921875,55.880001068115234,61.20000076293945
2024-05-30,22488.650390625,55.91999816894531,60.7400016784668
2024-05-31,22530.69921875,55.939998626708984,61.290000915527344
2024-06-03,23263.900390625,55.95000076293945,60.59000015258789
2024-06-04,21884.5,55.70000076293945,60.560001373291016
2024-06-05,22620.349609375,55.790000915527344,60.68000030517578
2024-06-06,22821.400390625,56.060001373291016,61.45000076293945
2024-06-07,23290.150390625,56.11000061035156,61.09000015258789
2024-06-10,23259.19921875,56.09000015258789,60.130001068115234
2024-06-11,23264.849609375,55.939998626708984,60.41999816894531
2024-06-12,23322.94921875,56.0,60.59000015258789
2024-06-13,23398.900390625,56.16999816894531,60.59000015258789
2024-06-14,23465.599609375,56.2599983215332,60.599998474121094
2024-06-18,23557.900390625,56.20000076293945,60.33000183105469
2024-06-19,23516.0,56.31999969482422,60.709999084472656
2024-06-20,23567.0,56.220001220703125,61.029998779296875
2024-06-21,23501.099609375,56.27000045776367,61.529998779296875
2024-06-24,23537.849609375,56.29999923706055,60.619998931884766
2024-06-25,23721.30078125,56.220001220703125,60.75
2024-06-26,23868.80078125,56.2599983215332,60.459999084472656
2024-06-27,24044.5,56.189998626708984,60.31999969482422
2024-06-28,24010.599609375,56.25,60.630001068115234
2024-07-01,24141.94921875,56.290000915527344,60.54999923706055
2024-07-02,24123.849609375,56.349998474121094,60.720001220703125
2024-07-03,24286.5,56.349998474121094,61.06999969482422
